PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5
J0709+0458,AO,4,2005,nan,2016,5.81857713683481,2021,6.01042936068478,2026,8.2287107006258,,
J1022+1001,AO,4,2005,nan,2016,0.611606124311227,2021,0.788349437142676,2026,0.864941675831382,,
J1312+0051,AO,4,2005,nan,2016,2.0489886398758,2021,2.05001445795879,2026,2.89770752366075,,
J1453+1902,AO,4,2005,nan,2014,0.878144353181442,2021,0.884270299076218,2026,1.24188365399054,,
J1745+1017,AO,4,2005,nan,2016,0.395578850578834,2021,0.396886620695483,2026,0.559432975476547,,
B1855+09,AO,4,2005,0.151860601517465,2012,0.123423693983597,2021,0.153355126016923,2026,0.17454746194979,,
J1910+1256,AO,4,2005,1.05623072877593,2012,0.537928754490353,2021,0.580077044982818,2026,0.760746140190724,,
J1911+1347,AO,4,2005,nan,2015,0.180431787431886,2021,0.19507758569755,2026,0.255169080869392,,
J1946+3417,AO,4,2005,nan,2015,0.567405594011657,2021,0.568963148340444,2026,0.802432686417647,,
J2033+1734,AO,4,2005,nan,2014,0.555215592654245,2021,0.565650685035234,2026,0.785193421172648,,
J2229+2643,AO,4,2005,nan,2015,0.252862167910612,2021,0.255746457174772,2026,0.357601107270251,,
J2234+0611,AO,4,2005,nan,2014,0.097219769144087,2021,0.109515886539939,2026,0.137489516054349,,
J2234+0944,AO,4,2005,nan,2014,0.386679152948557,2021,0.390092691294719,2026,0.54684690238679,,
J2322+2057,AO,4,2005,nan,2015,0.249912862080261,2021,0.261978739837419,2026,0.353430158965382,,
J184933+202543,AO,4,2005,nan,2019,0.169504857,2021,0.106211464,2026,0.102211564,,
J200538+313936,AO,4,2005,nan,2019,0.070271911,2021,0.094725196,2026,0.107292544,,
J203642+282533,AO,4,2005,nan,2020,0.128155655,2021,0.121478282,2026,0.119418122,,
J024858+255754,AO,4,2005,nan,2020,0.079474516,2021,0.13946315,2026,0.163843886,,
J020944+250656,AO,3,2005,nan,2021,0.209802284,2026,0.166955366,,,,
J204638+334131,AO,3,2005,nan,2021,0.190432964,2026,0.181686706,,,,
J214643+111603,AO,3,2005,nan,2022,0.198263766,2026,0.185871854,,,,
J193859+025320,AO,3,2005,nan,2022,0.212426222,2026,0.188735584,,,,
J203313+110758,AO,3,2005,nan,2023,0.239508872,2026,0.20622227,,,,
J175404+013715,AO,3,2005,nan,2023,0.217732984,2026,0.207831204,,,,
J180546+071914,AO,3,2005,nan,2024,0.29345637,2026,0.334025438,,,,
J221630+160013,AO,3,2005,nan,2024,0.456507526,2026,0.349204488,,,,
J172323+204757,AO,3,2005,nan,2025,0.413119286,2026,0.375881248,,,,
J202927+335536,AO,3,2005,nan,2025,0.474562242,2026,0.397351192,,,,
J093201-141805,DSA2000,2,2005,nan,2026,0.354378092,,,,0.177189046,,
J095313+623518,DSA2000,2,2005,nan,2026,0.360257406,,,,,,
J183854-242122,DSA2000,2,2005,nan,2026,0.361012798,,,,,,
J200543+511022,DSA2000,2,2005,nan,2026,0.367956302,,,,,,
J183335-174925,DSA2000,2,2005,nan,2026,0.382291384,,,,,,
J143216-162033,DSA2000,2,2005,nan,2026,0.391591436,,,,,,
J192022+231854,DSA2000,2,2005,nan,2026,0.421543838,,,,,,
J174441+030642,DSA2000,2,2005,nan,2026,0.42911001,,,,,,
J145449+392045,DSA2000,2,2005,nan,2026,0.446803348,,,,,,
J170636-404130,DSA2000,2,2005,nan,2026,0.452515198,,,,,,
J045720-435623,DSA2000,2,2005,nan,2026,0.454793612,,,,,,
J011717+280528,DSA2000,2,2005,nan,2026,0.480826498,,,,,,
J173243-212607,DSA2000,2,2005,nan,2026,0.484538554,,,,,,
J233611+142529,DSA2000,2,2005,nan,2026,0.514014142,,,,,,
J233050+282220,DSA2000,2,2005,nan,2026,0.521259258,,,,,,
J062725+422038,DSA2000,2,2005,nan,2026,0.522641614,,,,,,
J224260+381408,DSA2000,2,2005,nan,2026,0.524947816,,,,,,
J070433+043002,DSA2000,2,2005,nan,2026,0.525895972,,,,,,
J172907-193215,DSA2000,2,2005,nan,2026,0.532103984,,,,,,
J195647+062220,DSA2000,2,2005,nan,2026,0.557705754,,,,,,
J051512-265153,DSA2000,2,2005,nan,2026,0.579225588,,,,,,
J001856+453247,DSA2000,2,2005,nan,2026,0.580161374,,,,,,
J055818-152140,DSA2000,2,2005,nan,2026,0.58146479,,,,,,
J073511-102124,DSA2000,2,2005,nan,2026,0.591773876,,,,,,
J204859+212122,DSA2000,2,2005,nan,2026,0.592082946,,,,,,
J095413+474322,DSA2000,2,2005,nan,2026,0.595815924,,,,,,
J191157+184920,DSA2000,2,2005,nan,2026,0.602796818,,,,,,
J183226-035122,DSA2000,2,2005,nan,2026,0.61365817,,,,,,
J173534-104211,DSA2000,2,2005,nan,2026,0.641980596,,,,,,
J202028+155708,DSA2000,2,2005,nan,2026,0.657448822,,,,,,
J194022+260924,DSA2000,2,2005,nan,2026,0.661337308,,,,,,
J065252-381030,DSA2000,2,2005,nan,2026,0.676774044,,,,,,
J065645-393813,DSA2000,2,2005,nan,2026,0.679492306,,,,,,
J110623-421234,DSA2000,2,2005,nan,2026,0.681392004,,,,,,
J084139+004447,DSA2000,2,2005,nan,2026,0.682287528,,,,,,
J150353-154050,DSA2000,2,2005,nan,2026,0.684034598,,,,,,
J072243+600858,DSA2000,2,2005,nan,2026,0.703735644,,,,,,
J202420+074711,DSA2000,2,2005,nan,2026,0.709266286,,,,,,
J195503+221019,DSA2000,2,2005,nan,2026,0.709415096,,,,,,
J200556+184736,DSA2000,2,2005,nan,2026,0.71642243,,,,,,
J185727+195109,DSA2000,2,2005,nan,2026,0.724918212,,,,,,
J102846+395712,DSA2000,2,2005,nan,2026,0.741822886,,,,,,
J054511+184523,DSA2000,2,2005,nan,2026,0.761582738,,,,,,
J182542+232032,DSA2000,2,2005,nan,2026,0.770386448,,,,,,
J212545-362540,DSA2000,2,2005,nan,2026,0.782594636,,,,,,
J023947+535836,DSA2000,2,2005,nan,2026,0.78473788,,,,,,
J155248-303209,DSA2000,2,2005,nan,2026,0.800388476,,,,,,
J191821+640030,DSA2000,2,2005,nan,2026,0.806097646,,,,,,
J161343-351745,DSA2000,2,2005,nan,2026,0.809979638,,,,,,
J194356-173807,DSA2000,2,2005,nan,2026,0.817340744,,,,,,
J185852+205820,DSA2000,2,2005,nan,2027,0.820370524,,,,,,
J202157+432958,DSA2000,2,2005,nan,2027,0.82676389,,,,,,
J143411-110334,DSA2000,2,2005,nan,2027,0.828124572,,,,,,
J220032+315434,DSA2000,2,2005,nan,2027,0.845232872,,,,,,
J051530-100733,DSA2000,2,2005,nan,2027,0.85525442,,,,,,
J185841-210516,DSA2000,2,2005,nan,2028,0.85647036,,,,,,
J075812-060851,DSA2000,2,2005,nan,2028,0.866407052,,,,,,
J184005+113654,DSA2000,2,2005,nan,2028,0.873426992,,,,,,
J210758+151013,DSA2000,2,2005,nan,2028,0.873436014,,,,,,
J101052-320448,DSA2000,2,2005,nan,2028,0.874789034,,,,,,
J070541-303637,DSA2000,2,2005,nan,2029,0.880757858,,,,,,
J231107+704939,DSA2000,2,2005,nan,2029,0.885854526,,,,,,
J195619-013920,DSA2000,2,2005,nan,2029,0.886144846,,,,,,
J222302+464953,DSA2000,2,2005,nan,2029,0.891195004,,,,,,
J200916+232347,DSA2000,2,2005,nan,2029,0.901032124,,,,,,
J204547+571648,DSA2000,2,2005,nan,2030,0.944344082,,,,,,
J054750-005633,DSA2000,2,2005,nan,2030,0.947947554,,,,,,
J150138-082604,DSA2000,2,2005,nan,2030,0.961455884,,,,,,
J182825-031222,DSA2000,2,2005,nan,2030,0.961919184,,,,,,
J175541+403001,DSA2000,2,2005,nan,2030,0.97255708,,,,,,
J164445+270520,DSA2000,2,2005,nan,2031,0.973104944,,,,,,
J184834-002060,DSA2000,2,2005,nan,2031,0.999144656,,,,,,
J202109+162915,DSA2000,2,2005,nan,2031,1.003108588,,,,,,
J081042-170202,DSA2000,2,2005,nan,2031,1.003211006,,,,,,
J164639-164622,DSA2000,2,2005,nan,2031,1.00503922,,,,,,
J163237-041053,DSA2000,2,2005,nan,2032,1.022608854,,,,,,
J080242+402518,DSA2000,2,2005,nan,2032,1.023254604,,,,,,
J165916+064154,DSA2000,2,2005,nan,2032,1.03330073,,,,,,
J000210+464425,DSA2000,2,2005,nan,2032,1.045088668,,,,,,
J144046+435515,DSA2000,2,2005,nan,2032,1.045821512,,,,,,
J213449+304329,DSA2000,2,2005,nan,2033,1.04943416,,,,,,
J191738+084149,DSA2000,2,2005,nan,2033,1.057747718,,,,,,
J140527+302429,DSA2000,2,2005,nan,2033,1.074933804,,,,,,
J211621+382604,DSA2000,2,2005,nan,2033,1.077523346,,,,,,
J182238+140555,DSA2000,2,2005,nan,2033,1.092965988,,,,,,
J201322+593807,DSA2000,2,2005,nan,2034,1.114889178,,,,,,
J014737-295104,DSA2000,2,2005,nan,2034,1.11783953,,,,,,
J063315+343713,DSA2000,2,2005,nan,2034,1.121451108,,,,,,
J000856+590004,DSA2000,2,2005,nan,2034,1.126464844,,,,,,
J080018+354826,DSA2000,2,2005,nan,2034,1.141863006,,,,,,
J171027-264401,DSA2000,2,2005,nan,2035,1.188877774,,,,,,
J072228-030945,DSA2000,2,2005,nan,2035,1.204663894,,,,,,
J041406+243723,DSA2000,2,2005,nan,2035,1.209914248,,,,,,
J190616+122158,DSA2000,2,2005,nan,2035,1.224057826,,,,,,
J040209+741534,DSA2000,2,2005,nan,2035,1.226111114,,,,,,
J071611-083549,DSA2000,2,2005,nan,2036,1.239057126,,,,,,
J204720+351153,DSA2000,2,2005,nan,2036,1.240736024,,,,,,
J070118-014054,DSA2000,2,2005,nan,2036,1.240871434,,,,,,
J133950-432145,DSA2000,2,2005,nan,2036,1.25031161,,,,,,
J142240-390508,DSA2000,2,2005,nan,2036,1.250470348,,,,,,
J211546+122543,DSA2000,2,2005,nan,2037,1.261184562,,,,,,
J165605+371816,DSA2000,2,2005,nan,2037,1.267231336,,,,,,
J205032+260434,DSA2000,2,2005,nan,2037,1.271680614,,,,,,
J180955-025817,DSA2000,2,2005,nan,2037,1.279926146,,,,,,
J070651+002015,DSA2000,2,2005,nan,2037,1.285427598,,,,,,
J073522-114154,DSA2000,2,2005,nan,2038,1.285706456,,,,,,
J220906+462322,DSA2000,2,2005,nan,2038,1.29067824,,,,,,
J044520+692039,DSA2000,2,2005,nan,2038,1.309262804,,,,,,
J195048-114824,DSA2000,2,2005,nan,2038,1.310013948,,,,,,
J202420+262757,DSA2000,2,2005,nan,2038,1.35098693,,,,,,
J200747-015938,DSA2000,2,2005,nan,2039,1.351061214,,,,,,
J210435-142428,DSA2000,2,2005,nan,2039,1.35894051,,,,,,
J211608+733736,DSA2000,2,2005,nan,2039,1.365002992,,,,,,
J033657+631841,DSA2000,2,2005,nan,2039,1.370792408,,,,,,
J201143+000201,DSA2000,2,2005,nan,2039,1.379559292,,,,,,
J091857-075308,DSA2000,2,2005,nan,2040,1.38390481,,,,,,
J053054-363525,DSA2000,2,2005,nan,2040,1.390430304,,,,,,
J101437-322854,DSA2000,2,2005,nan,2040,1.399849388,,,,,,
J182131+381606,DSA2000,2,2005,nan,2040,1.40532275,,,,,,
J053402+173140,DSA2000,2,2005,nan,2040,1.406985866,,,,,,
J145544-370528,DSA2000,2,2005,nan,2041,1.421851516,,,,,,
J132448+342710,DSA2000,2,2005,nan,2041,1.427895726,,,,,,
J072015-293325,DSA2000,2,2005,nan,2041,1.432555238,,,,,,
J175815+230314,DSA2000,2,2005,nan,2041,1.43526952,,,,,,
J181651+373035,DSA2000,2,2005,nan,2041,1.45808682,,,,,,
J211451+192031,DSA2000,2,2005,nan,2042,1.459981914,,,,,,
J134358-361306,DSA2000,2,2005,nan,2042,1.479377368,,,,,,
J065636+823439,DSA2000,2,2005,nan,2042,1.509432196,,,,,,
J042227-085118,DSA2000,2,2005,nan,2042,1.527250316,,,,,,
J065856-342451,DSA2000,2,2005,nan,2042,1.536184044,,,,,,
J172402+060016,DSA2000,2,2005,nan,2043,1.552641498,,,,,,
J234558+633530,DSA2000,2,2005,nan,2043,1.553630094,,,,,,
J211448+505921,DSA2000,2,2005,nan,2043,1.57612131,,,,,,
J031251+091133,DSA2000,2,2005,nan,2043,1.600791398,,,,,,
J002832+540749,DSA2000,2,2005,nan,2043,1.608063668,,,,,,
J121618+395337,DSA2000,2,2005,nan,2044,1.650597276,,,,,,
J064549+074925,DSA2000,2,2005,nan,2044,1.652124436,,,,,,
J180337+200711,DSA2000,2,2005,nan,2044,1.65455541,,,,,,
J171250-162221,DSA2000,2,2005,nan,2044,1.671511928,,,,,,
J130254-183015,DSA2000,2,2005,nan,2044,1.68025436,,,,,,
J145541+503146,DSA2000,2,2005,nan,2045,1.683828402,,,,,,
J183359-380039,DSA2000,2,2005,nan,2045,1.733297972,,,,,,
J141219-364349,DSA2000,2,2005,nan,2045,1.73682423,,,,,,
J232560+643953,DSA2000,2,2005,nan,2045,1.742668984,,,,,,
J174859-391618,DSA2000,2,2005,nan,2045,1.747562724,,,,,,
J122356-414721,DSA2000,2,2005,nan,2046,1.753282778,,,,,,
J184253-084945,DSA2000,2,2005,nan,2046,1.759087984,,,,,,
J171123-330212,DSA2000,2,2005,nan,2046,1.766063668,,,,,,
J021216+421223,DSA2000,2,2005,nan,2046,1.771867586,,,,,,
J201539+152415,DSA2000,2,2005,nan,2046,1.796337036,,,,,,
J174605-024602,DSA2000,2,2005,nan,2047,1.80729773,,,,,,
J230037+442710,DSA2000,2,2005,nan,2047,1.822186908,,,,,,
J175731+135449,DSA2000,2,2005,nan,2047,1.84889368,,,,,,
J073139+122957,DSA2000,2,2005,nan,2047,1.920747996,,,,,,
J161744-264950,DSA2000,2,2005,nan,2047,1.935941664,,,,,,
J044439-064754,DSA2000,2,2005,nan,2048,1.936135722,,,,,,
J065735+553515,DSA2000,2,2005,nan,2048,1.963898274,,,,,,
J003202+615709,DSA2000,2,2005,nan,2048,1.967997074,,,,,,
J042801-273536,DSA2000,2,2005,nan,2048,1.981570732,,,,,,
J222136+403533,DSA2000,2,2005,nan,2048,1.98872057,,,,,,
