PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5
J1843-1113,GBT,4,2005,nan,2017,0.221951706289253,2021,gap,2026,gap,,
J1909-3744,GBT,4,2005,0.0588304743126195,2010,0.0295251284260153,2021,gap,2026,gap,,
J1911-1114,GBT,4,2005,nan,2017,1.49704356783263,2021,gap,2026,gap,,
J1918-0642,GBT,4,2005,0.612316379039227,2010,0.301266850167016,2021,gap,2026,gap,,
J2124-3358,GBT,4,2005,nan,2017,0.83606560168468,2021,gap,2026,gap,,
J2145-0750,GBT,4,2005,0.677322757167559,2010,0.22467374015381,2021,gap,2026,gap,,
J2302+4442,GBT,4,2005,nan,2012,1.06104288972659,2021,gap,2026,gap,,
J225457+573803,GBT,4,2005,nan,2019,0.0295138132027,2021,gap,2026,gap,,
J125018-352913,GBT,4,2005,nan,2019,0.0566245750062,2021,gap,2026,gap,,
J084223-162450,GBT,3,2005,nan,2020,0.0617401169894,2021,gap,2026,gap,,
J112828-132603,GBT,3,2005,nan,2020,0.109308191061,2021,gap,2026,gap,,
J0030+0451,AO,5,2005,0.485961294949318,2014,0.324058868505362,2015,0.162029434252681,2021,0.214166736806037,2026,0.214166736806037
J1640+2224,AO,5,2005,0.257158309942856,2012,0.122896598862569,2015,0.0614482994312845,2021,0.0818861629220164,2026,0.0818861629220164
J1713+0747,AO,5,2005,0.0839749081912209,2012,0.0486910295022539,2015,0.024345514751127,2021,0.0346560648686223,2026,0.0346560648686223
J1738+0333,AO,5,2005,nan,2010,1.06767843917669,2012,0.693598726159958,2021,0.766944837019113,2026,0.766944837019113
J1741+1351,AO,5,2005,nan,2010,0.110516056174874,2012,0.101378816593619,2021,0.129017554950503,2026,0.129017554950503
J1853+1303,AO,5,2005,nan,2009,0.386118039765167,2012,0.205365121134903,2021,0.235043180222932,2026,0.235043180222932
J1903+0327,AO,5,2005,nan,2010,1.484199460154,2012,0.500836408994467,2021,0.551525973401889,2026,0.551525973401889
J1923+2515,AO,5,2005,nan,2011,0.617304317302927,2012,0.375766219348875,2021,0.464654499734462,2026,0.464654499734462
J1944+0907,AO,5,2005,nan,2008,0.445288512488311,2012,0.299334197754577,2021,0.351123047323685,2026,0.351123047323685
B1953+29,AO,5,2005,nan,2007,1.61300971686345,2012,0.567411278134336,2021,0.717149626659056,2026,0.717149626659056
J2017+0603,AO,5,2005,nan,2011,0.777619469398805,2012,0.44786780936958,2021,0.499325391342799,2026,0.499325391342799
J2043+1711,AO,5,2005,nan,2012,0.110271359016298,2015,0.055135679508149,2021,0.0624888542675087,2026,0.0624888542675087
J2214+3000,AO,5,2005,nan,2010,5.1993590168702,2012,0.850399148204413,2021,0.941485941578065,2026,0.941485941578065
J2317+1439,AO,5,2005,0.348763865718504,2013,0.145802214872878,2015,0.072901107436439,2021,0.0834566375924898,2026,0.0834566375924898
J0023+0923,AO,4,2005,nan,2012,0.181260030147757,2021,0.204113797114684,2026,0.204113797114684,,
J0406+3039,AO,4,2005,nan,2017,0.440415998370309,2021,0.485688047815659,2026,0.485688047815659,,
J0509+0856,AO,4,2005,nan,2017,2.89533753581756,2021,3.18557549916571,2026,3.18557549916571,,
J0557+1551,AO,4,2005,nan,2016,2.17094235576861,2021,2.38827181055387,2026,2.38827181055387,,
J0621+2514,AO,4,2005,nan,2016,4.03323726075321,2021,4.43671381071564,2026,4.43671381071564,,
J0709+0458,AO,4,2005,nan,2016,5.81857713683481,2021,6.61147229675325,2026,6.61147229675325,,
J1022+1001,AO,4,2005,nan,2016,0.611606124311227,2021,0.867184380856943,2026,0.867184380856943,,
J1312+0051,AO,4,2005,nan,2016,2.0489886398758,2021,2.25501590375467,2026,2.25501590375467,,
J1453+1902,AO,4,2005,nan,2014,0.878144353181442,2021,0.97269732898384,2026,0.97269732898384,,
J1745+1017,AO,4,2005,nan,2016,0.395578850578834,2021,0.436575282765031,2026,0.436575282765031,,
B1855+09,AO,4,2005,0.151860601517465,2012,0.123423693983597,2021,0.168690638618615,2026,0.168690638618615,,
J1910+1256,AO,4,2005,1.05623072877593,2012,0.537928754490353,2021,0.6380847494811,2026,0.6380847494811,,
J1911+1347,AO,4,2005,nan,2015,0.180431787431886,2021,0.214585344267305,2026,0.214585344267305,,
J1946+3417,AO,4,2005,nan,2015,0.567405594011657,2021,0.625859463174489,2026,0.625859463174489,,
J2033+1734,AO,4,2005,nan,2014,0.555215592654245,2021,0.622215753538758,2026,0.622215753538758,,
J2229+2643,AO,4,2005,nan,2015,0.252862167910612,2021,0.281321102892249,2026,0.281321102892249,,
J2234+0611,AO,4,2005,nan,2014,0.097219769144087,2021,0.120467475193933,2026,0.120467475193933,,
J2234+0944,AO,4,2005,nan,2014,0.386679152948557,2021,0.429101960424191,2026,0.429101960424191,,
J2322+2057,AO,4,2005,nan,2015,0.249912862080261,2021,0.288176613821161,2026,0.288176613821161,,
J184933+202543,AO,4,2005,nan,2019,0.169504856623,2021,0.11683261046644,2026,0.11683261046644,,
J200538+313936,AO,4,2005,nan,2019,0.0702719111267,2021,0.10419771548736,2026,0.10419771548736,,
J203642+282533,AO,3,2005,nan,2020,0.128155655053,2021,0.13362610920252,2026,0.13362610920252,,
J024858+255754,AO,3,2005,nan,2020,0.0794745163847,2021,0.1534094657392,2026,0.1534094657392,,
J020944+250656,AO,3,2005,nan,2021,0.2307825134692,2026,0.2307825134692,,,,
J204638+334131,AO,3,2005,nan,2021,0.20947626056236,2026,0.20947626056236,,,,
