PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5
J0030+0451,AO,5,2005,0.485961294949318,2014,0.324058868505362,2015,0.162029434252681,2021,0.0973485167300167,2026,0.0973485167300167
J0337+1715,AO,4,2005,nan,2017,0.0941220262796417,2021,0.0499813236386797,2026,0.0499813236386797,,
J0406+3039,AO,4,2005,nan,2017,0.440415998370309,2021,0.220767294461663,2026,0.220767294461663,,
J0509+0856,AO,4,2005,nan,2017,2.89533753581756,2021,1.44798886325714,2026,1.44798886325714,,
J0557+1551,AO,4,2005,nan,2016,2.17094235576861,2021,1.0855780957063,2026,1.0855780957063,,
J0621+2514,AO,4,2005,nan,2016,4.03323726075321,2021,2.01668809577984,2026,2.01668809577984,,
J0709+0458,AO,4,2005,nan,2016,5.81857713683481,2021,3.00521468034239,2026,3.00521468034239,,
J1022+1001,AO,4,2005,nan,2016,0.611606124311227,2021,0.394174718571338,2026,0.394174718571338,,
B1257+12 ,AO,4,2005,nan,2016,0.975572827738264,2021,0.49119799213663,2026,0.49119799213663,,
J1312+0051,AO,4,2005,nan,2016,2.0489886398758,2021,1.02500722897939,2026,1.02500722897939,,
J1453+1902,AO,4,2005,nan,2014,0.878144353181442,2021,0.442135149538109,2026,0.442135149538109,,
J1640+2224,AO,5,2005,0.257158309942856,2012,0.122896598862569,2015,0.0614482994312845,2021,0.0372209831463711,2026,0.0372209831463711
J1713+0747,AO,5,2005,0.0839749081912209,2012,0.0486910295022539,2015,0.024345514751127,2021,0.0157527567584647,2026,0.0157527567584647
J1738+0333,AO,5,2005,nan,2010,1.06767843917669,2012,0.693598726159958,2021,0.348611289554142,2026,0.348611289554142
J1741+1351,AO,5,2005,nan,2010,0.110516056174874,2012,0.101378816593619,2021,0.0586443431593196,2026,0.0586443431593196
J1745+1017,AO,4,2005,nan,2016,0.395578850578834,2021,0.198443310347741,2026,0.198443310347741,,
J1853+1303,AO,5,2005,nan,2009,0.386118039765167,2012,0.205365121134903,2021,0.106837809192242,2026,0.106837809192242
B1855+09 ,AO,4,2005,0.151860601517465,2012,0.123423693983597,2021,0.0766775630084614,2026,0.0766775630084614,,
J1903+0327,AO,5,2005,nan,2010,1.484199460154,2012,0.500836408994467,2021,0.250693624273586,2026,0.250693624273586
J1910+1256,AO,4,2005,1.05623072877593,2012,0.537928754490353,2021,0.290038522491409,2026,0.290038522491409,,
J1911+1347,AO,4,2005,nan,2015,0.180431787431886,2021,0.0975387928487752,2026,0.0975387928487752,,
J1923+2515,AO,5,2005,nan,2011,0.617304317302927,2012,0.375766219348875,2021,0.211206590788392,2026,0.211206590788392
J1944+0907,AO,5,2005,nan,2008,0.445288512488311,2012,0.299334197754577,2021,0.159601385147129,2026,0.159601385147129
J1946+3417,AO,4,2005,nan,2015,0.567405594011657,2021,0.284481574170222,2026,0.284481574170222,,
B1953+29 ,AO,5,2005,nan,2007,1.61300971686345,2012,0.567411278134336,2021,0.325977103026843,2026,0.325977103026843
J2017+0603,AO,5,2005,nan,2011,0.777619469398805,2012,0.44786780936958,2021,0.226966086974,2026,0.226966086974
J2033+1734,AO,4,2005,nan,2014,0.555215592654245,2021,0.282825342517617,2026,0.282825342517617,,
J2043+1711,AO,5,2005,nan,2012,0.110271359016298,2015,0.055135679508149,2021,0.0284040246670494,2026,0.0284040246670494
J2214+3000,AO,5,2005,nan,2010,5.1993590168702,2012,0.850399148204413,2021,0.427948155262757,2026,0.427948155262757
J2229+2643,AO,4,2005,nan,2015,0.252862167910612,2021,0.127873228587386,2026,0.127873228587386,,
J2234+0611,AO,4,2005,nan,2014,0.097219769144087,2021,0.0547579432699694,2026,0.0547579432699694,,
J2234+0944,AO,4,2005,nan,2014,0.386679152948557,2021,0.19504634564736,2026,0.19504634564736,,
J2317+1439,AO,5,2005,0.348763865718504,2013,0.145802214872878,2015,0.072901107436439,2021,0.0379348352693136,2026,0.0379348352693136
J2322+2057,AO,4,2005,nan,2015,0.249912862080261,2021,0.13098936991871,2026,0.13098936991871,,
J184933+202543,AO,4,2005,nan,2019,0.169578154002126,2021,0.0531057320302,2026,0.0531057320302,,
J200538+313936,AO,4,2005,nan,2019,0.0719839781700122,2021,0.0473625979488,2026,0.0473625979488,,
J203642+282533,AO,3,2005,nan,2020,0.128937842189703,2021,0.0607391405466,2026,0.0607391405466,,
J024858+255754,AO,3,2005,nan,2020,0.082369604916056,2021,0.069731575336,2026,,,
J020944+250656,AO,3,2005,nan,2021,0.104901142486,2026,0.104901142486,,,,
J214643+111603,AO,3,2005,nan,2021,0.0991318828763,2026,0.0991318828763,,,,
J193859+025320,AO,3,2005,nan,2022,0.106213111372,2026,0.106213111372,,,,
J203313+110758,AO,3,2005,nan,2022,0.119754436126,2026,0.119754436126,,,,
J185447+194638,AO,3,2005,nan,2023,0.136416061062,2026,0.136416061062,,,,
J180546+071914,AO,3,2005,nan,2023,0.146728185483,2026,0.146728185483,,,,
J221630+160013,AO,3,2005,nan,2024,0.228253763356,2026,0.228253763356,,,,
J172323+204757,AO,3,2005,nan,2024,0.20655964297,2026,0.20655964297,,,,
J192022+231854,AO,2,2005,nan,2025,0.210807761911,2026,0.210807761911,,,,
J174441+030642,AO,2,2005,nan,2025,0.281267049899,2026,0.281267049899,,,,
J011717+280528,AO,2,2005,nan,2026,0.274074839132,,,,,,
J055309+232008,AO,2,2005,nan,2026,0.250092610233,,,,,,
J233611+142529,AO,2,2005,nan,2027,0.347246065174,,,,,,
J224260+381408,AO,2,2005,nan,2027,0.264832335522,,,,,,
J070433+043002,AO,2,2005,nan,2028,0.248571532945,,,,,,
J195647+062220,AO,2,2005,nan,2028,0.284831811963,,,,,,
