,PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5,RAJ,DECJ
52,J1801-2435,GBT,2,2005,,2028,0.098634624,,,,,,,4.717407128985054,-0.4292725099620753
53,J2226+4454,GBT,2,2005,,2028,0.098634624,,,,,,,5.873319492528736,0.7838245105509419
54,J1520+3530,GBT,2,2005,,2029,0.098634624,,,,,,,4.014736814067873,0.6196173992161718
55,J0842+7324,GBT,2,2005,,2029,0.098634624,,,,,,,2.2804023943810203,1.2811662436506521
56,J0801+7318,GBT,2,2005,,2030,0.098634624,,,,,,,2.101325598862536,1.2794391118468145
57,J0700+4726,GBT,2,2005,,2030,0.098634624,,,,,,,1.8331153257781607,0.8278795708792968
58,J0812+6641,GBT,2,2005,,2031,0.098634624,,,,,,,2.1510138650896917,1.1641155183181648
59,J1751-3449,GBT,2,2005,,2031,0.098634624,,,,,,,4.6766559163071255,-0.6078232346992021
60,J1628+4132,GBT,2,2005,,2032,0.098634624,,,,,,,4.312656527473402,0.7251450868676435
61,J1400-3711,GBT,2,2005,,2032,0.098634624,,,,,,,3.6694468934909454,-0.6490946020290446
62,J1948-1714,GBT,2,2005,,2033,0.098634624,,,,,,,5.184085028110099,-0.30082579358572475
63,J0630-2858,GBT,2,2005,,2033,0.098634624,,,,,,,1.7024139153414986,-0.5055652689231673
64,J1524-3013,GBT,2,2005,,2034,0.098634624,,,,,,,4.034740732510638,-0.5275359819262377
65,J1844-3745,GBT,2,2005,,2034,0.098634624,,,,,,,4.907252720657124,-0.6588967303226426
66,J1609-2743,GBT,2,2005,,2035,0.098634624,,,,,,,4.231869925962282,-0.4839578888059088
67,J1840-1855,GBT,2,2005,,2035,0.098634624,,,,,,,4.888381058677926,-0.33029908417265746
68,J1734-2533,GBT,2,2005,,2036,0.098634624,,,,,,,4.600114775819299,-0.4460247566866883
69,J1806-1516,GBT,2,2005,,2036,0.098634624,,,,,,,4.740990351395738,-0.2665747427640832
70,J0947-3718,GBT,2,2005,,2037,0.098634624,,,,,,,2.565343815743759,-0.6510970994210156
71,J1117-1426,GBT,2,2005,,2037,0.098634624,,,,,,,2.955213215123053,-0.2519858292572075
72,J0656+5003,GBT,2,2005,,2038,0.098634624,,,,,,,1.817617825943152,0.8737932959793391
73,J0724+3850,GBT,2,2005,,2038,0.098634624,,,,,,,1.9385270773267411,0.6779585089651285
74,J2018-0732,GBT,2,2005,,2039,0.098634624,,,,,,,5.315857204642941,-0.1316469402019368
75,J1658-1951,GBT,2,2005,,2039,0.098634624,,,,,,,4.443194232923227,-0.34653235199413596
76,J2138+4817,GBT,2,2005,,2040,0.098634624,,,,,,,5.667102979395597,0.8428325974527234
77,J0554+4902,GBT,2,2005,,2040,0.098634624,,,,,,,1.5452565787126735,0.8559701571846106
78,J0023+0923,AO,4,2005,,2012,0.18126003014775696,2020.0,0.29339295488541195,2025.0,0.128170196475557,,,0.10035643198967396,0.16377006147880124
79,J0030+0451,AO,5,2005,0.485961294949318,2014,0.32405886850536203,2015.0,0.16202943425268101,2020.0,0.30784303970585997,2025.0,0.114572111711891,0.1308996938995747,0.08464846872172498
80,J0337+1715,AO,4,2005,,2017,0.0941220262796417,2020.0,0.158054823168242,2025.0,0.0665543230413531,,,0.9468411192069238,0.3010692959690218
81,J0406+3039,AO,4,2005,,2017,0.4404159983703089,2020.0,0.6981274833719321,2025.0,0.31142113899068896,,,1.0733774899765125,0.5349434157362619
82,J0509+0856,AO,4,2005,,2017,2.89533753581756,2020.0,4.57894283445066,2025.0,2.04731280540055,,,1.3482668471656196,0.15591607984482678
83,J0557+1551,AO,4,2005,,2016,2.1709423557686103,2020.0,3.43289936042018,2025.0,1.5350880613290803,,,1.5577063574049392,0.27663468644110123
84,J0621+2514,AO,4,2005,,2016,4.03323726075321,2020.0,6.3773277128120895,2025.0,2.8519294172128498,,,1.6624261125245992,0.4404047479199025
85,J0709+0458,AO,4,2005,,2016,5.81857713683481,2020.0,9.50332324765679,2025.0,4.1143553503129,,,1.8718656227639183,0.08668468618238502
86,J1022+1001,AO,4,2005,,2016,0.6116061243112271,2020.0,1.2464899067413,2025.0,0.4324708379156911,,,2.7139869868511832,0.1748238134080987
87,B1257+12,AO,4,2005,,2016,0.975572827738264,2020.0,1.5533044372532299,2025.0,0.689834162035062,,,3.3903020719989847,0.20943951023931956
88,J1312+0051,AO,4,2005,,2016,2.0489886398758,2020.0,3.2413574617126297,2025.0,1.44885376183038,,,3.4557519189487724,0.0148352986419518
89,J1453+1902,AO,4,2005,,2014,0.878144353181442,2020.0,1.3981541061595701,2025.0,0.620941826995272,,,3.8964475550773408,0.3321943342962541
90,J1640+2224,AO,5,2005,0.25715830994285604,2012,0.122896598862569,2015.0,0.0614482994312843,2020.0,0.11770308349327302,2025.0,0.0434505092202426,4.363323129985823,0.3909537524467298
91,J1713+0747,AO,5,2005,0.0839749081912209,2012,0.0486910295022539,2015.0,0.024345514751127003,2020.0,0.0498145907833593,2025.0,0.017214878571999,4.507312793275355,0.135844793446892
92,J1738+0333,AO,5,2005,,2010,1.06767843917669,2012.0,0.693598726159958,2020.0,1.10240569303955,2025.0,0.490448362690058,4.616395871525001,0.0619591884457987
93,J1741+1351,AO,5,2005,,2010,0.110516056174874,2012.0,0.10137881659361901,2020.0,0.18544969626796498,2025.0,0.0716856486820151,4.629485840914959,0.24172810140121465
94,J1745+1017,AO,4,2005,,2016,0.39557885057883396,2020.0,0.627532847122523,2025.0,0.279716487738273,,,4.646939133434903,0.1794780247467502
95,J1853+1303,AO,5,2005,,2009,0.38611803976516706,2012.0,0.20536512113490302,2020.0,0.337850817269958,2025.0,0.145215069773686,4.943645106273938,0.22776546738526
96,B1855+09,AO,4,2005,0.151860601517465,2012,0.123423693983597,2020.0,0.242475744537811,2025.0,0.087273730974895,,,4.95237175253391,0.15707963267948966
97,J1903+0327,AO,5,2005,,2010,1.4841994601539998,2012.0,0.500836408994467,2020.0,0.792762847587006,2025.0,0.3541448210651071,4.987278337573797,0.06021385919380438
98,J1910+1256,AO,4,2005,1.05623072877593,2012,0.5379287544903529,2020.0,0.917182340262826,2025.0,0.3803730700953621,,,5.017821599483698,0.22572924992459995
99,J1911+1347,AO,4,2005,,2015,0.180431787431886,2020.0,0.308444745625473,2025.0,0.127584540434696,,,5.022184922613683,0.2405645485665517
100,J1923+2515,AO,5,2005,,2011,0.617304317302927,2012.0,0.375766219348875,2020.0,0.6678938837304561,2025.0,0.26570684184242105,5.074544800173513,0.4406956361285682
101,J1944+0907,AO,5,2005,,2008,0.44528851248831103,2012.0,0.2993341977545769,2020.0,0.5047038947826971,2025.0,0.211661241073297,5.166174585903216,0.15911585014014973
102,J1946+3417,AO,4,2005,,2015,0.567405594011657,2020.0,0.8996097267280279,2025.0,0.40121634320882393,,,5.174901232163187,0.5983570452253892
103,B1953+29,AO,5,2005,,2007,1.6130097168634498,2012.0,0.567411278134336,2020.0,1.0308301106281899,2025.0,0.401220362490515,5.205444494073088,0.5061454830783556
104,J2017+0603,AO,5,2005,,2011,0.777619469398805,2012.0,0.44786780936958,2020.0,0.717729786453713,2025.0,0.316690365080394,5.3101642491927485,0.10559241974565693
105,J2033+1734,AO,4,2005,,2014,0.555215592654245,2020.0,0.894372262372931,2025.0,0.39259671058632395,,,5.379977419272522,0.30659617193367056
106,J2043+1711,AO,5,2005,,2012,0.110271359016298,2015.0,0.055135679508149,2020.0,0.0898214126634819,2025.0,0.0389868128655403,5.423610650572378,0.29990574313435897
107,J2214+3000,AO,5,2005,,2010,5.1993590168702,2012.0,0.8503991482044129,2020.0,1.35329089109769,2025.0,0.6013230044106049,5.820673055401089,0.5235987755982988
108,J2229+2643,AO,4,2005,,2015,0.252862167910612,2020.0,0.404370654095495,2025.0,0.178800553635125,,,5.886122902350878,0.4662937984911517
109,J2234+0611,AO,4,2005,,2014,0.09721976914408699,2020.0,0.173159820719392,2025.0,0.0687447580271746,,,5.9079395180008065,0.10791952541498273
110,J2234+0944,AO,4,2005,,2014,0.386679152948557,2020.0,0.616790701538125,2025.0,0.273423451193395,,,5.9079395180008065,0.1698787138607814
111,J2317+1439,AO,5,2005,0.348763865718504,2013,0.14580221487287803,2015.0,0.0729011074364392,2020.0,0.119960482114318,2025.0,0.0515488674243152,6.095562412590198,0.2556907354171693
112,J2322+2057,AO,4,2005,,2015,0.249912862080261,2020.0,0.4142247582134671,2025.0,0.17671507948269102,,,6.1173790282401255,0.36564647829281205
113,J2018-004,AO,4,2005,,2019,0.39557885057883396,2020.0,0.6678938837304561,2025.0,0.279716487738273,,,5.315920038200488,0.14081122681404273
114,J0047-008,AO,4,2005,,2019,0.39557885057883396,2020.0,0.6678938837304561,2025.0,0.279716487738273,,,0.20797522891300335,0.08980932631401464
115,J1754+1128,AO,3,2005,,2020,0.6678938837304561,2025.0,0.279716487738273,,,,,4.687977888043532,0.200298081200383
116,J0710+2528,AO,3,2005,,2020,0.6678938837304561,2025.0,0.279716487738273,,,,,1.8787491798579392,0.4445834921501932
117,J1925+1058,AO,3,2005,,2021,0.6678938837304561,2025.0,0.279716487738273,,,,,5.086266585402992,0.1915864683472648
118,J1829-004,AO,3,2005,,2021,0.6678938837304561,2025.0,0.279716487738273,,,,,4.842969722436194,0.1584877497269785
119,J0300+3001,AO,3,2005,,2022,0.6678938837304561,2025.0,0.279716487738273,,,,,0.7867391884063006,0.5240542655643015
120,J1333-013,AO,3,2005,,2022,0.6678938837304561,2025.0,0.279716487738273,,,,,3.549288855904845,0.0215093568810115
121,J0704+1620,AO,3,2005,,2023,0.6678938837304561,2025.0,0.279716487738273,,,,,1.8524135120505096,0.28509089200908555
122,J0358+1551,AO,3,2005,,2023,0.6678938837304561,2025.0,0.279716487738273,,,,,1.0421099627011652,0.2766757791431281
123,J0613+1430,AO,3,2005,,2024,0.6678938837304561,2025.0,0.279716487738273,,,,,1.6302792408497158,0.2531224474575676
124,J1316+1119,AO,3,2005,,2024,0.6678938837304561,2025.0,0.279716487738273,,,,,3.4763845956110138,0.1976835959490311
125,J1934+1118,AO,2,2005,,2025,0.098634624,,,,,,,5.125358779125229,0.1972741807410736
126,J2254-020,AO,2,2005,,2025,0.098634624,,,,,,,5.997589656539901,0.16308295886938945
127,J2041-041,AO,2,2005,,2026,0.098634624,,,,,,,5.415438877078347,0.09942895055582784
128,J0555+1020,AO,2,2005,,2026,0.098634624,,,,,,,1.5500949758432043,0.18042872504360385
129,J0318+3024,AO,2,2005,,2027,0.098634624,,,,,,,0.8673269314560181,0.5308465676514619
130,J2151+1521,AO,2,2005,,2027,0.098634624,,,,,,,5.723911906734693,0.2680736897092646
131,J0935-041,AO,2,2005,,2028,0.098634624,,,,,,,2.5115957516022323,0.1341954440017338
132,J0042-019,AO,2,2005,,2028,0.098634624,,,,,,,0.1854582483794584,0.1452378798227912
133,J2257+1631,AO,2,2005,,2029,0.098634624,,,,,,,6.009398369532758,0.2884048817291173
134,J0209-012,AO,2,2005,,2029,0.098634624,,,,,,,0.5642535972572962,0.10825225931759652
135,J0239-025,AO,2,2005,,2030,0.098634624,,,,,,,0.6978219260782261,0.1121817619851051
136,J1726+1038,AO,2,2005,,2030,0.098634624,,,,,,,4.564484854709139,0.18577115141141695
137,J2009+1004,AO,2,2005,,2031,0.098634624,,,,,,,5.278451728094304,0.17574168999067333
138,J0715-043,AO,2,2005,,2031,0.098634624,,,,,,,1.9001713719248883,0.16967919279168062
139,J2101-014,AO,2,2005,,2032,0.098634624,,,,,,,5.502404461091268,0.1088850777928278
140,J1909+2924,AO,2,2005,,2032,0.098634624,,,,,,,5.014569635469043,0.5132672603617833
141,J1238-038,AO,2,2005,,2033,0.098634624,,,,,,,3.3091614588078,0.045981651918779114
142,J0616+2415,AO,2,2005,,2033,0.098634624,,,,,,,1.6415775495376204,0.4233406097038251
143,J2012+1933,AO,2,2005,,2034,0.098634624,,,,,,,5.290303038092734,0.3412389250289372
144,J0236-008,AO,2,2005,,2034,0.098634624,,,,,,,0.6819102512817892,0.1246004718623323
145,J1010-020,AO,2,2005,,2035,0.098634624,,,,,,,2.6619303897791347,0.16310864099854053
146,J0034-037,AO,2,2005,,2035,0.098634624,,,,,,,0.15188676950337188,0.13314222179281046
147,J2038+2456,AO,2,2005,,2036,0.098634624,,,,,,,5.403139255711205,0.43528056820951416
148,J0659+1538,AO,2,2005,,2036,0.098634624,,,,,,,1.832058133250623,0.2729886639387007
149,J0231-008,AO,2,2005,,2037,0.098634624,,,,,,,0.6612922184335441,0.12472968442226899
150,J1803+1155,AO,2,2005,,2037,0.098634624,,,,,,,4.7274420199743625,0.20802621271349886
151,J0701-053,AO,2,2005,,2038,0.098634624,,,,,,,1.84071512200938,0.10278703353320076
152,J2023+2025,AO,2,2005,,2038,0.098634624,,,,,,,5.337237146381011,0.3564892919882464
153,J0421+1731,AO,2,2005,,2039,0.098634624,,,,,,,1.1418442117774044,0.30585035995110865
154,J2038+1844,AO,2,2005,,2039,0.098634624,,,,,,,5.4058552430968785,0.32716271003541314
155,J2053+3304,AO,2,2005,,2040,0.098634624,,,,,,,5.468628318797414,0.5773028292655529
156,J1831-008,AO,2,2005,,2040,0.098634624,,,,,,,4.8495818174231555,0.15945918029239478
